File,Step,Summary,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,Calibration Reason,Red Team Activity,Hosts,Users
Phase 1.md,Step 2 - Discovery: Local Host Profiling and NetBIOS Enumeration,"WNetHelper reads Windows identity, checks admin role, and translates group SIDs via WindowsIdentity",Discovery,T1033,System Owner/User Discovery,Windows,"N/A - C1: `WindowsIdentity.GetCurrent()`, `IsInRole()`, and `LookupAccountSid` are called by virtually all Windows processes; no stable API pattern distinguishes malicious identity enumeration from benign token inspection - only discriminating factor is process origin, already captured under T1105",Not Calibrated - Not Benign,C1,"`WNetHelper.exe local` calls `WindowsIdentity.GetCurrent()`, `IsInRole(Administrator)`, and translates identity group SIDs to NTAccount names in-process; no child process",WS01 (10.12.10.30),TESTLAB\labuser
Phase 1.md,Step 2 - Discovery: Local Host Profiling and NetBIOS Enumeration,WNetHelper enumerates running processes via HKEY_PERFORMANCE_DATA performance counter registry,Discovery,T1057,Process Discovery,Windows,"`WNetHelper.exe` reads `HKEY_PERFORMANCE_DATA` with value `""230""` (Process performance counter index) to enumerate running processes - registry monitoring observes an unsigned binary from `C:\Windows\Temp\` querying the performance counter virtual hive via an indirect path that bypasses `NtQuerySystemInformation`; HKEY_PERFORMANCE_DATA\230 access is atypical outside monitoring-agent contexts",Calibrated - Not Benign,-,"`WNetHelper.exe local` calls `RegQueryValueEx(HKEY_PERFORMANCE_DATA, ""230"")` to enumerate processes via the performance counter API; avoids `NtQuerySystemInformation` and `OpenProcess`; no child process",WS01 (10.12.10.30),TESTLAB\labuser
Phase 1.md,Step 2 - Discovery: Local Host Profiling and NetBIOS Enumeration,WNetHelper enumerates Win32 services via direct registry read of HKLM CurrentControlSet\Services,Discovery,T1007,System Service Discovery,Windows,`WNetHelper.exe` opens `HKLM\SYSTEM\CurrentControlSet\Services` and sequentially enumerates all subkeys - registry monitoring records an unsigned binary from `C:\Windows\Temp\` performing bulk-read of the Services hive without `OpenSCManager`; sequential subkey enumeration across the full Services tree by a non-system process is an observable registry-access anomaly,Not Calibrated - Not Benign,native-recon,`WNetHelper.exe local` opens `HKLM\SYSTEM\CurrentControlSet\Services` and reads subkey values directly; no `OpenSCManager` or `EnumServicesStatusEx` API call; no child process,WS01 (10.12.10.30),TESTLAB\labuser
Phase 1.md,Step 2 - Discovery: Local Host Profiling and NetBIOS Enumeration,WNetHelper enumerates local groups and members via WinNT ADSI DirectoryEntry,Discovery,T1069.001,Permission Groups Discovery: Local Groups,Windows,`WNetHelper.exe` issues SAMR RPC calls to enumerate local groups and membership via ADSI `WinNT://` provider - observable as loopback named-pipe activity to `\pipe\samr` or via ETW SAMR provider; non-system binary from `C:\Windows\Temp\` making SAMR group-enumeration calls without spawning `net localgroup`,Not Calibrated - Not Benign,native-recon,"`WNetHelper.exe local` binds `DirectoryEntry(""WinNT://<hostname>,computer"")` and invokes `Members` per group - SAMR RPC under the hood; no `net localgroup` child process",WS01 (10.12.10.30),TESTLAB\labuser
Phase 1.md,Step 2 - Discovery: Local Host Profiling and NetBIOS Enumeration,"WNetHelper enumerates filesystem entries under C:\Users\, C:\Windows\Temp\, Desktop, Documents",Discovery,T1083,File and Directory Discovery,Windows,"`WNetHelper.exe` issues `NtQueryDirectoryFile` calls sequentially across `C:\Users\`, `C:\Windows\Temp\`, and user-profile subdirectories (Desktop, Documents) - file I/O telemetry shows an unsigned binary from `C:\Windows\Temp\` performing targeted multi-path directory enumeration of user-profile and temp locations in sequence",Not Calibrated - Not Benign,native-recon,`WNetHelper.exe local` calls `Directory.GetFileSystemEntries()` on four target paths; no child process spawned,WS01 (10.12.10.30),TESTLAB\labuser
Phase 1.md,Step 2 - Discovery: Local Host Profiling and NetBIOS Enumeration,WNetHelper NBNS subnet sweep to 10.12.10.0/24 on UDP/137; responses identify DC-flagged and domain-joined hosts,Discovery,T1018,Remote System Discovery,Windows,`WNetHelper.exe` sends NBNS NAME QUERY REQUEST packets to every IP in `10.12.10.0/24` via UDP port 137 and receives responses identifying domain-joined hosts - network telemetry shows a systematic per-IP NBNS sweep from a non-OS process; burst rate and full-subnet sequential targeting distinguishes this from background NetBIOS traffic; `DC01` (10.12.10.10) identified as DC-flagged host (NBNS `\x1C` suffix); `IIS01` (10.12.10.20) identified as domain-joined non-DC server from NBNS response,Calibrated - Not Benign,-,`WNetHelper.exe` sends NBNS NAME QUERY REQUEST packets to each IP in `10.12.10.0/24` via UDP port 137 and parses responses to identify domain-joined hosts; DC01 (10.12.10.10) identified as DC-flagged host; IIS01 (10.12.10.20) identified as domain-joined non-DC server; results returned via C2 EXEC response,WS01 (10.12.10.30),TESTLAB\labuser
Phase 1.md,Step 2 - Discovery: Local Host Profiling and NetBIOS Enumeration,WNetHelper.exe deleted from C:\Windows\Temp\ via cmd.exe del,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,`cmd.exe` spawned by `waitfor.exe` (implant process) deletes `C:\Windows\Temp\WNetHelper.exe` via `del /f` - EDR process tree records `waitfor.exe → cmd.exe` executing file deletion immediately after tool run; deletion of a recently-created and executed binary from `C:\Windows\Temp\` by an implant-parented command shell is a traceable cleanup event,Not Calibrated - Not Benign,staging,Red team deletes scanner binary after output collection via TONESHELL `shell del /f`,WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,Step 1 - Credential Access: MSSQL Password from SSMS Windows Credential Manager,cmdkey /list enumerates Windows Credential Manager vault on WS01,Credential Access,T1555.004,Credentials from Password Stores: Windows Credential Manager,Windows,`cmdkey.exe /list` spawned by a non-administrative parent process on WS01 - `cmdkey.exe` has no established baseline on this developer workstation,Calibrated - Not Benign,-,Red team runs `cmdkey /list` via TONESHELL shell to enumerate stored credentials and locate the SSMS-saved `svc_app_dev` entry,WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,Step 1 - Credential Access: MSSQL Password from SSMS Windows Credential Manager,Get-StoredCredential reads SSMS-saved MSSQL password from Windows Credential Manager,Credential Access,T1555.004,Credentials from Password Stores: Windows Credential Manager,Windows,`powershell.exe` (non-standard parent) executes script block containing `Get-StoredCredential` targeting a `LegacyGeneric:target=Microsoft:SSMS:` vault entry on WS01 - `CredRead` API call against SSMS credential store from a non-interactive process context,Calibrated - Not Benign,-,"`Get-StoredCredential` (CredentialManager module) calls `CredRead` against the `LegacyGeneric:target=Microsoft:SSMS:20:...` entry, decrypting `D3vPortal!2025` via DPAPI in-session as `labuser`",WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,Step 2 - Lateral Movement & Collection: Valid-Account SMB Access and Automated Collection via go-thehash,TONESHELL FILE_DOWNLOAD transfers go-thehash.exe to C:\Windows\Temp\ on WS01,Command and Control,T1105,Ingress Tool Transfer,Windows,"`EssosUpdate.exe` (TONESHELL implant) on WS01 writes a new PE file `go-thehash.exe` to `C:\Windows\Temp\` (Sysmon EC=11, creator `EssosUpdate.exe`) - a signed Microsoft binary acting as a C2 implant depositing an inbound non-Microsoft executable into the system temp directory, with no baseline for file-write activity from this process",Calibrated - Not Benign,-,TONESHELL implant receives FILE_DOWNLOAD (id=3) task and writes `go-thehash.exe` to `C:\Windows\Temp\` on WS01,WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,Step 2 - Lateral Movement & Collection: Valid-Account SMB Access and Automated Collection via go-thehash,TONESHELL EXEC spawns go-thehash.exe on WS01 via CreateProcessW,Execution,T1106,Native API,Windows,"`EssosUpdate.exe` (TONESHELL implant) on WS01 spawns child process `C:\Windows\Temp\go-thehash.exe` via `CreateProcessW` with command line `-krb -dcip 10.12.10.10 collect iis01.testlab.local ...` - a signed Microsoft binary spawning a non-Microsoft PE from the system temp directory, with no baseline for `EssosUpdate.exe` child processes",Calibrated - Not Benign,-,TONESHELL implant runs EXEC task (id=5) spawning `C:\Windows\Temp\go-thehash.exe` with the `-krb collect` command line via `CreateProcessW` - no `cmd.exe` wrapper,WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,Step 2 - Lateral Movement & Collection: Valid-Account SMB Access and Automated Collection via go-thehash,go-thehash.exe Kerberos authentication to DC01 as svc_app_dev (AS-REQ to TGT + cifs service ticket),Stealth,T1078.002,Valid Accounts: Domain Accounts,Windows,"`go-thehash.exe` on WS01 opens outbound TCP/88 to DC01 `10.12.10.10` (KDC) (Sysmon EC=3, Image `C:\Windows\Temp\go-thehash.exe`), followed on DC01 by Security 4768 (TGT issuance) and 4769 (service ticket for `cifs/iis01.testlab.local`) for Account=`TESTLAB\svc_app_dev` with ClientAddress=`10.12.10.30` (WS01) - a non-Microsoft PE running from the system temp directory performing Kerberos domain authentication; `svc_app_dev` is IIS01's local app service account whose baseline Kerberos origin is IIS01 (10.12.10.20), so a ticket request for this account sourced from the WS01 dev workstation has no baseline",Calibrated - Not Benign,-,`go-thehash.exe` on WS01 sends a Kerberos AS-REQ to DC01 (TCP/88) requesting a TGT for `svc_app_dev`; DC01 KDC responds with the TGT and a `cifs/iis01.testlab.local` service ticket - a non-interactive custom binary generating domain authentication traffic,WS01 (10.12.10.30) / DC01 (10.12.10.10),TESTLAB\svc_app_dev
Phase 2.md,Step 2 - Lateral Movement & Collection: Valid-Account SMB Access and Automated Collection via go-thehash,go-thehash.exe Kerberos-authenticated SMB2 session to IIS01 as svc_app_dev,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,"`go-thehash.exe` on WS01 opens an SMB2 session to IIS01 `10.12.10.20` TCP/445 presenting the Kerberos service ticket for `cifs/iis01.testlab.local` (Sysmon EC=3, Image `C:\Windows\Temp\go-thehash.exe`); on IIS01, Security 4624 Logon Type 3 with LogonProcess=`Kerberos` for Account=`TESTLAB\svc_app_dev` and SourceAddress=`10.12.10.30` (WS01) - a custom temp-dir PE establishing an authenticated SMB session to the app server; this service account's baseline network logon to IIS01 originates on IIS01 itself (IIS app-pool identity), so a Kerberos Type 3 logon sourced from the WS01 dev workstation is anomalous",Calibrated - Not Benign,-,"`go-thehash.exe` on WS01 opens an SMB2 session to IIS01 (TCP/445) presenting the Kerberos service ticket for `cifs/iis01.testlab.local`, authenticating as `svc_app_dev`; IIS01 records Security 4624 Logon Type 3 with source address `10.12.10.30`",WS01 (10.12.10.30) / IIS01 (10.12.10.20),TESTLAB\svc_app_dev
Phase 2.md,Step 2 - Lateral Movement & Collection: Valid-Account SMB Access and Automated Collection via go-thehash,go-thehash.exe recursive QUERY_DIRECTORY enumeration of the DevPortal share,Discovery,T1083,File and Directory Discovery,Windows,"`go-thehash.exe` on WS01 issues a burst of recursive SMB2 `QUERY_DIRECTORY` requests to IIS01 `10.12.10.20` TCP/445 enumerating the `DevPortal` share tree (Sysmon EC=3, Image `C:\Windows\Temp\go-thehash.exe`) - recursive remote-share directory enumeration driven by a custom unsigned temp-dir PE, with no baseline on WS01",Not Calibrated - Not Benign,native-recon,`go-thehash.exe` tree-connects `\\iis01.testlab.local\DevPortal` and issues recursive SMB2 `QUERY_DIRECTORY` calls to enumerate the share tree,WS01 (10.12.10.30) / IIS01 (10.12.10.20),TESTLAB\svc_app_dev
Phase 2.md,Step 2 - Lateral Movement & Collection: Valid-Account SMB Access and Automated Collection via go-thehash,go-thehash.exe reads appsettings.json and web.config from the DevPortal share,Collection,T1119,Automated Collection,Windows,On IIS01: Security 5145 detailed file access with `ReadData` on `appsettings.json` and `web.config` under the `DevPortal` share by Account=`TESTLAB\svc_app_dev` with ClientAddress=`10.12.10.30` (WS01) - these application config files are read locally by the IIS app identity in baseline; a remote SMB read of both config files from the WS01 dev workstation is anomalous,Calibrated - Not Benign,-,"`go-thehash.exe` reads the application configuration files (`appsettings.json`, `web.config`) from the DevPortal share as `svc_app_dev`",IIS01 (10.12.10.20),TESTLAB\svc_app_dev
Phase 2.md,Step 2 - Lateral Movement & Collection: Valid-Account SMB Access and Automated Collection via go-thehash,go-thehash.exe writes collected configuration files to C:\Windows\Temp\loot\ on WS01,Collection,T1074.001,Data Staged: Local Data Staging,Windows,"`go-thehash.exe` on WS01 creates files under a purpose-named staging subdirectory `C:\Windows\Temp\loot\` preserving the remote tree (`...\loot\appsettings.json`, `...\loot\web.config`) (Sysmon EC=11, Image `C:\Windows\Temp\go-thehash.exe`) - collection output written to a staging directory in the system temp dir with no baseline for this file layout",Not Calibrated - Not Benign,staging,"`go-thehash.exe` writes the collected DevPortal files under `C:\Windows\Temp\loot\` on WS01, preserving the remote directory tree",WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,Step 2 - Lateral Movement & Collection: Valid-Account SMB Access and Automated Collection via go-thehash,TONESHELL EXEC del removes go-thehash.exe and loot directory from WS01,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,"`EssosUpdate.exe` (TONESHELL implant) on WS01 spawns `cmd.exe` running `del /f C:\Windows\Temp\go-thehash.exe` and `rmdir /s /q C:\Windows\Temp\loot` - TONESHELL implant removing the tool and staging artifacts post-collection; Sysmon EC=23 deletion of `go-thehash.exe` and the `loot` directory in one process chain, with no baseline",Not Calibrated - Not Benign,staging,WS01 implant runs EXEC task `cmd /c del /f C:\Windows\Temp\go-thehash.exe` and `cmd /c rmdir /s /q C:\Windows\Temp\loot` removing the tool and staging loot after collection,WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",sqlcmd.exe on WS01 opens authenticated TCP/1433 session to MSSQL on IIS01 as svc_app_dev,Lateral Movement,T1021,Remote Services,Windows,"`sqlcmd.exe` spawned by a non-SSMS parent process on WS01 establishes outbound TCP/1433 connection to `10.12.10.20` - WS01 is a developer workstation, not a DBA or app-tier host",Calibrated - Not Benign,-,TONESHELL implant on WS01 spawns `sqlcmd.exe` to open an authenticated TCP/1433 session to IIS01 MSSQL as `svc_app_dev`,WS01 (10.12.10.30) / IIS01 (10.12.10.20),TESTLAB\labuser / svc_app_dev
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",EXECUTE AS LOGIN sa MSSQL privilege impersonation on IIS01,Privilege Escalation,T1134,Access Token Manipulation,Windows,"N/A - C3: MSSQL EXECUTE AS LOGIN context switch is internal to sqlservr.exe on IIS01 - no process, file, registry, or network artifact on the declared EDR surface",Not Calibrated - Not Benign,out-of-surface,"`svc_app_dev` issues `EXECUTE AS LOGIN='sa'` to switch SQL execution context, exploiting the `IMPERSONATE` privilege grant",IIS01 (10.12.10.20),svc_app_dev
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",WS01 implant spawns sqlcmd batch enabling Ole Automation Procedures and xp_cmdshell via sp_configure and granting ADMINISTER BULK OPERATIONS to svc_app_dev on IIS01,Persistence,T1505.001,Server Software Component: SQL Stored Procedures,Windows,"N/A - C3: sp_configure T-SQL batch enabling Ole Automation Procedures and xp_cmdshell executes entirely within sqlservr.exe on IIS01 - no process creation, file write, registry, or network artifact on the declared EDR surface; the WS01 sqlcmd process creation evidences T1021 (separate row)",Not Calibrated - Not Benign,out-of-surface,"`xpinit` T-SQL batch: `sp_configure 'Ole Automation Procedures',1` + `sp_configure 'xp_cmdshell',1` executed under sa context; `GRANT ADMINISTER BULK OPERATIONS TO svc_app_dev` - persistent MSSQL configuration change on IIS01, required for all subsequent xpstage/xpfile/xpexfil channels",IIS01 (10.12.10.20),sa
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",xp_cmdshell invoked to spawn cmd.exe on IIS01 as NT SERVICE\MSSQL$SQLEXPRESS,Execution,T1059.003,Command and Scripting Interpreter: Windows Command Shell,Windows,`sqlservr.exe` spawns `cmd.exe` on IIS01 - MSSQL service has no baseline for spawning OS command shells,Calibrated - Not Benign,-,`xpinit` invokes `xp_cmdshell 'whoami'` to verify OS command execution - `sqlservr.exe` spawns `cmd.exe` as `NT SERVICE\MSSQL$SQLEXPRESS` on IIS01; xp_cmdshell was enabled in the preceding sp_configure batch,IIS01 (10.12.10.20),sa / NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",WS01 implant spawns sqlcmd SELECT @@SERVERNAME on IIS01 as xpinit server identity confirmation,Discovery,T1082,System Information Discovery,Windows,"N/A - C3: SELECT @@SERVERNAME executes entirely within sqlservr.exe on IIS01 - no process creation, file write, registry, or network artifact on the declared EDR surface; the WS01 sqlcmd process creation evidences T1021 (separate row)",Not Calibrated - Not Benign,out-of-surface,`xpinit` executes `SELECT @@SERVERNAME` on IIS01 to confirm server identity; result printed to operator as xpinit connectivity confirmation,IIS01 (10.12.10.20),svc_app_dev
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",WS01 implant spawns sqlcmd SELECT sys.dm_server_services on IIS01 enumerating SQL service account,Discovery,T1007,System Service Discovery,Windows,"N/A - C3: SELECT service_account FROM sys.dm_server_services executes entirely within sqlservr.exe on IIS01 - no process creation, file write, registry, or network artifact on the declared EDR surface; the WS01 sqlcmd process creation evidences T1021 (separate row)",Not Calibrated - Not Benign,out-of-surface,`xpinit` executes `SELECT service_account FROM sys.dm_server_services WHERE servicename LIKE 'SQL Server%'` on IIS01 to identify the MSSQL service account (`NT SERVICE\MSSQL$SQLEXPRESS`); result confirms execution context for all subsequent xp_cmdshell spawns,IIS01 (10.12.10.20),svc_app_dev
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",TONESHELL FILE_DOWNLOAD transfers xpagent_init.sql to C:\Windows\Temp\ on WS01,Command and Control,T1105,Ingress Tool Transfer,Windows,`EssosUpdate.exe` (TONESHELL implant) on WS01 writes `xpagent_init.sql` to `C:\Windows\Temp\` - signed Microsoft binary with no baseline for depositing SQL DDL files to the system temp directory; same file-write signal pattern as the xpstage-hex INSERT SQL transfer row in Step 4,Not Calibrated - Not Benign,transport,TONESHELL implant receives FILE_DOWNLOAD (id=3) task and writes `xpagent_init.sql` to `C:\Windows\Temp\` on WS01,WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",sqlcmd on WS01 executes xpagent DDL creating xpagent database and objects on IIS01,Persistence,T1505.001,Server Software Component: SQL Stored Procedures,Windows,"N/A - C3: DDL execution creating `xpagent` database, tables, Service Broker objects, and `agent_worker` activation procedure runs inside `sqlservr.exe` on IIS01 - no process creation, file write, or network event from this DDL surfaces on the declared EDR telemetry; WS01-side `sqlcmd -i` invocation evidences T1021 (already a separate row), not this technique",Not Calibrated - Not Benign,out-of-surface,"WS01 implant runs `sqlcmd -i C:\Windows\Temp\xpagent_init.sql` against `IIS01\SQLEXPRESS`; DDL creates `xpagent` database, `dbo.cmd` / `dbo.out` tables, AFTER INSERT trigger, Service Broker queue + service, and `agent_worker` activation procedure",WS01 (10.12.10.30) / IIS01 (10.12.10.20),svc_app_dev / sa
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",xpagent dbo.cmd AFTER INSERT trigger fires Service Broker conversation SEND dispatching operator commands to agent_worker queue on IIS01,Persistence,T1546,Event Triggered Execution,Windows,"N/A - C3: AFTER INSERT trigger on xpagent.dbo.cmd and Service Broker queue activation execute entirely within sqlservr.exe on IIS01 - no process creation, file write, registry, or network artifact on the declared EDR surface; Service Broker message routing and queue dispatch are internal SQL Server mechanisms not visible to EDR",Not Calibrated - Not Benign,out-of-surface,"AFTER INSERT trigger on `xpagent.dbo.cmd` fires `BEGIN DIALOG CONVERSATION ... SEND` on each operator command INSERT, routing messages to the Service Broker queue activating `agent_worker`; SQL-level event-triggered execution requiring no external poll from the operator side",IIS01 (10.12.10.20),sa
Phase 2.md,"Step 3 - Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",TONESHELL EXEC del deletes xpagent_init.sql from C:\Windows\Temp\ on WS01,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,`EssosUpdate.exe` spawns `cmd.exe /c del /f C:\Windows\Temp\xpagent_init.sql` on WS01 - TONESHELL implant removing the DDL staging file post-deployment; same process chain as the xpstage-hex INSERT SQL deletion row in Step 4,Not Calibrated - Not Benign,staging,WS01 implant runs EXEC task `cmd /c del /f C:\Windows\Temp\xpagent_init.sql` removing the DDL staging script after deployment,WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,TONESHELL FILE_DOWNLOAD transfers hex INSERT SQL staging file to C:\Windows\Temp\ on WS01,Command and Control,T1105,Ingress Tool Transfer,Windows,"`EssosUpdate.exe` (TONESHELL implant) on WS01 writes a new file to `C:\Windows\Temp\` - a signed Microsoft binary acting as a C2 implant depositing an inbound payload to the system temp directory, with no established baseline for file-write activity from this process",Not Calibrated - Not Benign,transport,TONESHELL implant receives `FILE_DOWNLOAD` (id=3) task and writes hex-encoded INSERT SQL file to `C:\Windows\Temp\` on WS01,WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,sqlcmd.exe on WS01 bulk-INSERTs hex payload chunks into tempdb..stg on IIS01 via MSSQL channel,Lateral Movement,T1570,Lateral Tool Transfer,Windows,"`sqlcmd.exe` spawned by `EssosUpdate.exe` on WS01 executes with `-i C:\Windows\Temp\*.sql` against `10.12.10.20:1433` - a non-DBA, non-app-tier process bulk-inserting a SQL script file into IIS01 MSSQL via the database channel has no established baseline on this developer workstation",Calibrated - Not Benign,-,"TONESHELL spawns `sqlcmd -i <sql_file>` on WS01 to bulk-INSERT hex-encoded payload chunks into `tempdb..stg` on IIS01 - database used as covert staging channel, no file written to IIS01 disk",WS01 (10.12.10.30) / IIS01 (10.12.10.20),TESTLAB\labuser / sa
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,"WS01 implant spawns sqlcmd T-SQL batch CONVERT(VARBINARY,'0x'+@hex,1) hex-decodes tempdb..stg rows to raw binary on IIS01",Stealth,T1140,Deobfuscate/Decode Files or Information,Windows,"N/A - C3: hex decode via T-SQL CONVERT(VARBINARY(MAX), '0x'+@hex, 2) executes entirely in-process within sqlservr.exe on IIS01 - no process creation, file write, registry, or network artifact from the decode step itself; the resulting binary write to disk is covered by the T1559.001 ADODB.Stream row",Not Calibrated - Not Benign,out-of-surface,"T-SQL batch on IIS01: `SELECT @hex=@hex+CAST(chunk AS VARCHAR(MAX)) FROM tempdb..stg` concatenates hex rows, then `CONVERT(VARBINARY(MAX),'0x'+@hex,1)` decodes hex string to raw binary - entirely in-process within `sqlservr.exe`; no PowerShell or cmd.exe spawn; decode and COM write execute in the same T-SQL batch",IIS01 (10.12.10.20),sa
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,sp_OA ADODB.Stream hex-decodes tempdb..stg rows and writes CertEnrollSvc.exe binary to C:\ProgramData\ on IIS01,Execution,T1559.001,Inter-Process Communication: Component Object Model,Windows,`sqlservr.exe` creates `CertEnrollSvc.exe` in `C:\ProgramData\` on IIS01 via COM automation (`ADODB.Stream`) - MSSQL service has no baseline for writing PE binaries to the system data directory via OLE Automation; no PowerShell or `cmd.exe` spawn on IIS01 (xpstage-hex is entirely in-process); Sysmon EC=11 on `CertEnrollSvc.exe` with creator `sqlservr.exe`,Calibrated - Not Benign,-,"WS01 sqlcmd invokes T-SQL batch on IIS01: concatenates hex rows from `tempdb..stg` → `CONVERT(VARBINARY(MAX),@hex,2)` → `sp_OACreate 'ADODB.Stream'` + `sp_OASetProperty Type 1` + `sp_OAMethod Write` + `sp_OAMethod SaveToFile C:\ProgramData\CertEnrollSvc.exe 2` - entire hex decode and binary write in-process within `sqlservr.exe`, no PowerShell or `cmd.exe` on IIS01",IIS01 (10.12.10.20),sa
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,hex INSERT SQL file deleted from C:\Windows\Temp\ on WS01 and tempdb..stg dropped on IIS01,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,"`EssosUpdate.exe` spawns `cmd.exe /c del /f` to delete the hex INSERT SQL file from `C:\Windows\Temp\` on WS01 - TONESHELL implant removing the staging artifact post-transfer; IIS01-side `DROP TABLE tempdb..stg` is N/A - C3 (internal MSSQL T-SQL operation, off EDR surface)",Not Calibrated - Not Benign,staging,WS01 deletes hex INSERT SQL file via `cmd /c del /f`; WS01 sqlcmd issues `DROP TABLE tempdb..stg` on IIS01 - staging artifacts cleared,WS01 (10.12.10.30) / IIS01 (10.12.10.20),TESTLAB\labuser / sa
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,sp_OA WScript.Shell.Run dispatches CertEnrollSvc.exe directly on IIS01 (no cmd.exe),Execution,T1559.001,Inter-Process Communication: Component Object Model,Windows,`sqlservr.exe` on IIS01 spawns `CertEnrollSvc.exe` via OLE Automation (`sp_OACreate 'WScript.Shell'` + `sp_OAMethod Run`) - `sqlservr.exe` is the direct parent of `CertEnrollSvc.exe` with no intermediate `cmd.exe`; COM-based process creation from MSSQL service has no baseline on this IIS01 instance,Calibrated - Not Benign,-,`xprun` dispatches CertEnrollSvc.exe via sp_OA `WScript.Shell.Run` (ShellExecuteEx) - bypasses xpagent and xp_cmdshell; `sqlservr.exe` directly spawns `CertEnrollSvc.exe` on IIS01 with no `cmd.exe` in the chain,IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 4 - Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,CertEnrollSvc.exe resolves sensitive Win32 APIs at runtime via GetProcAddress on IIS01; only GetModuleHandleW and GetProcAddress appear in static IAT,Stealth,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,"`CertEnrollSvc.exe` (in `C:\ProgramData\`, child of `sqlservr.exe`) has a sparse static import table containing only `GetModuleHandleW` and `GetProcAddress` while at runtime calling `LoadLibraryW` to load `advapi32.dll` and `Rpcrt4.dll` and resolving sensitive token-theft and pipe APIs via `GetProcAddress` - YARA/capability signature on the PE file flags sparse-IAT binary in `C:\ProgramData\`; in-memory capability scan flags `GetProcAddress` resolving `NtOpenThreadToken`, `NtDuplicateToken`, `CreateNamedPipeW`, and `EfsRpcEncryptFileSrv` at runtime",Calibrated - Not Benign,-,"CertEnrollSvc.exe loads advapi32 and Rpcrt4 via LoadLibraryW and resolves NtFsControlFile, NtOpenThreadToken, NtDuplicateToken, CreateNamedPipeW, CreateProcessWithTokenW, and EfsRpcEncryptFileSrv via GetProcAddress; no sensitive API names appear in the PE import table",IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
