File,Step,Summary,Tactic,Technique ID,Technique Name,Platform,Red Team Activity,Hosts,Users
Phase 3.md,Step 2 — Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe resolves RtlCreateProcessReflection and MiniDumpWriteDump via runtime char-arrays; loads dbghelp.dll via LoadLibraryA — all absent from static IAT,Stealth,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,"API names `RtlCreateProcessReflection` (ntdll.dll) and `MiniDumpWriteDump` (dbghelp.dll) built char-by-char at runtime — absent from static PE import table; `dbghelp.dll` loaded via `LoadLibraryA` at runtime — module-load event (Sysmon EC=7) on `dbghelp.dll` in non-debug, non-sysadmin process context",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 — Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe creates suspended lsass.exe reflection clone via RtlCreateProcessReflection and terminates it via TerminateProcess after dump completes,Execution,T1106,Native API,Windows,"(1) `RtlCreateProcessReflection` (resolved char-by-char from ntdll) creates a suspended reflection clone of lsass.exe — Sysmon EC=1 with lsass.exe as parent, clone PID is the MiniDumpWriteDump target; (2) `TerminateProcess` called on clone handle after dump completes — Sysmon EC=5 on clone PID",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 — Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe writes XOR-encrypted dump buffer to %TEMP%\~DFxxxx.tmp,Stealth,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,"Linear XOR `b ^ ((0xA3 + i * 0x5B) & 0xFF)` applied in-place on heap buffer, then flushed to `C:\Windows\system32\config\systemprofile\AppData\Local\Temp\~DFxxxx.tmp`; filename matches MS Office/shell temp naming pattern; path printed to stdout",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 — Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe writes XOR-encrypted dump buffer to %TEMP%\~DFxxxx.tmp,Stealth,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,"Linear XOR `b ^ ((0xA3 + i * 0x5B) & 0xFF)` applied in-place on heap buffer, then flushed to `C:\Windows\system32\config\systemprofile\AppData\Local\Temp\~DFxxxx.tmp`; filename matches MS Office/shell temp naming pattern; path printed to stdout",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 3 — Collection: Dump Exfiltration via MSSQL DB Channel,"PowerShell FileStream chunk read, AES-256-CBC encryption, and SqlClient INSERT into tempdb..exfil on IIS01",Stealth,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,"Per chunk: PowerShell opens dump via `[IO.File]::OpenRead`, `FileStream.Seek(offset)+Read(length)` reads only the chunk window, AES-256-CBC encrypts (IV prepended), `ToBase64Transform`-encodes, INSERTs 8000-char rows into `tempdb..exfil` via SqlClient loopback; repeats N times",IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 3.md,Step 3 — Collection: Dump Exfiltration via MSSQL DB Channel,"IIS01 AES-encrypts and SqlClient-INSERTs dump chunk into tempdb..exfil; WS01 SqlClient-reads, decodes, and writes rdump.tmp.chunk{i} — per-chunk local data staging on both endpoints",Collection,T1074.001,Data Staged: Local Data Staging,Windows,"(IIS01) Per chunk: PowerShell `[IO.File]::OpenRead` + `FileStream.Seek(offset)+Read(length)`, AES-256-CBC encrypt (IV prepended), `ToBase64Transform`-encode, SqlClient INSERT 8000-char rows into `tempdb..exfil` loopback; (WS01) Per chunk: PowerShell (TONESHELL EXEC) SqlClient open to `tempdb`, concatenate `exfil` rows, `FromBase64Transform`-decode via CryptoStream, AES-decrypt, write `C:\Windows\Temp\rdump.tmp.chunk{i}`; repeats N times","IIS01 (10.12.10.20), WS01 (10.12.10.30)","NT SERVICE\MSSQL$SQLEXPRESS (IIS01), TESTLAB\labuser (WS01)"
Phase 3.md,Step 3 — Collection: Dump Exfiltration via MSSQL DB Channel,WS01 PowerShell FromBase64Transform-decodes and AES-decrypts tempdb..exfil rows to rdump.tmp.chunk{i},Stealth,T1140,Deobfuscate/Decode Files or Information,Windows,"Per chunk: WS01 PowerShell (TONESHELL EXEC) opens SqlClient to `tempdb`, concatenates `exfil` rows, `FromBase64Transform`-decodes via CryptoStream, AES-decrypts, writes `C:\Windows\Temp\rdump.tmp.chunk{i}`; exfil uses MSSQL TCP/1433 channel",WS01 (10.12.10.30),TESTLAB\labuser
Phase 3.md,Step 3 — Collection: Dump Exfiltration via MSSQL DB Channel,tempdb..exfil dropped on IIS01 per chunk after EXTRACT,Stealth,T1070,Indicator Removal,Windows,Per chunk: `DROP TABLE tempdb..exfil` issued via sqlcmd after WS01 EXTRACT completes and before next chunk INSERT; table must not exist at the start of each new INSERT cycle,IIS01 (10.12.10.20),sa
Phase 3.md,Step 3 — Collection: Dump Exfiltration via MSSQL DB Channel,TONESHELL per-chunk FILE_UPLOAD streams rdump.tmp.chunk{i} from WS01 to controlServer,Exfiltration,T1041,Exfiltration Over C2 Channel,Windows,"Per chunk: TONESHELL `FILE_UPLOAD` task with explicit `fileName=rdump.tmp.chunk{i}` streams `C:\Windows\Temp\rdump.tmp.chunk{i}` to `controlServer/files/rdump.tmp.chunk{i}` over established C2 session; ~2,048 TCP connections per 8 MB chunk (10 pulls total for 76 MB dump)",WS01 (10.12.10.30),TESTLAB\labuser
Phase 3.md,Step 3 — Collection: Dump Exfiltration via MSSQL DB Channel,Chunk file rdump.tmp.chunk{i} deleted from WS01 per chunk; XOR dump file ~DFxxxx.tmp deleted from IIS01 SYSTEM TEMP after exfil confirmed,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,(WS01) Per chunk: `cmd /c del /f C:\Windows\Temp\rdump.tmp.chunk{i}` after TONESHELL FILE_UPLOAD confirmed FINISHED; (IIS01) `~DFxxxx.tmp` deleted from `C:\Windows\system32\config\systemprofile\AppData\Local\Temp\` via `xp_cmdshell del /f` after all chunks exfil confirmed,"WS01 (10.12.10.30), IIS01 (10.12.10.20)","TESTLAB\labuser (WS01), NT SERVICE\MSSQL$SQLEXPRESS (IIS01)"
Phase 4.md,Step 2 — Lateral Movement: Pass-the-Hash Tool Upload to DC01 via SMB Admin Share,go-thehash.exe NTLMv2 Pass-the-Hash authentication to DC01 SMB2 TCP 445,Credential Access,T1550.002,Use Alternate Authentication Material: Pass the Hash,Windows,`go-thehash.exe` on IIS01 (run via xp_cmdshell as `NT SERVICE\MSSQL$SQLEXPRESS`) authenticates to DC01 via NTLMv2 using Domain Admin NT hash over SMB2 TCP 445 — Logon Type 3 with no corresponding interactive logon session for this hash,IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 2 — Lateral Movement: Pass-the-Hash Tool Upload to DC01 via SMB Admin Share,go-thehash.exe SMB2 ADMIN$ TreeConnect to DC01 remote service access,Lateral Movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Windows,`go-thehash.exe` on IIS01 connects to `\\DC01\ADMIN$` via SMB2 TreeConnect using Domain Admin NT hash — administrative share remote service access from a server-role host,IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 2 — Lateral Movement: Pass-the-Hash Tool Upload to DC01 via SMB Admin Share,"go-thehash.exe SMB2 ADMIN$ writes smbpipe-agent.exe, PolicySyncSvc.exe, and NtServiceInstaller.exe to C:\Windows\Temp\ on DC01",Lateral Movement,T1570,Lateral Tool Transfer,Windows,"`go-thehash.exe` on IIS01 writes `smbpipe-agent.exe`, `PolicySyncSvc.exe`, and `NtServiceInstaller.exe` to `C:\Windows\Temp\` on DC01 via the ADMIN$ administrative share — PE binary tool transfer to DC01 system directory",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 3 — Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,go-thehash.exe MS-SCMR transient service execution spawning smbpipe-agent.exe as LocalSystem on DC01,Execution,T1569.002,System Services: Service Execution,Windows,"`go-thehash.exe` on IIS01 PtH authenticates to DC01, opens `svcctl` pipe on `IPC$`, binds MS-SCMR, and calls `CreateServiceW` (random 12-char name, `SERVICE_WIN32_OWN_PROCESS`, `SERVICE_DEMAND_START`, BinaryPathName=`C:\Windows\Temp\smbpipe-agent.exe`); SCM starts the service — `services.exe` spawns `smbpipe-agent.exe` as `NT AUTHORITY\SYSTEM`; transient service then removed via `DeleteService` while the process keeps running",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator / NT AUTHORITY\SYSTEM
Phase 4.md,Step 3 — Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,smbpipe-agent.exe creates named pipe \\.\pipe\oraclexa masquerading as Oracle XA service endpoint,Stealth,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,`smbpipe-agent.exe` (running as `NT AUTHORITY\SYSTEM` from `C:\Windows\Temp\`) creates named pipe `\\.\pipe\oraclexa` and enters accept loop — pipe name mimics Oracle XA transaction service,DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 3 — Execution: Start Pipe Agent and Establish SMB Pipe C2 Channel,go-thehash.exe SMB2 named pipe command write and output read over \\DC01\pipe\oraclexa,Command and Control,T1071,Application Layer Protocol,Windows,"`go-thehash.exe` on IIS01 PtH authenticates to DC01, TreeConnects `IPC$`, opens `\\DC01\pipe\oraclexa` via SMB2 Create, writes command bytes via SMB2 Write and reads output via SMB2 Read — request-response C2 exchange over SMB named pipe",IIS01 (10.12.10.20) / DC01 (TBD),TESTLAB\Administrator
Phase 4.md,Step 4 — Persistence: Registry-Backed Windows Service on DC01,NtServiceInstaller.exe NT native registry-backed service creation of OracleXAService on DC01,Persistence,T1543.003,Create or Modify System Process: Windows Service,Windows,"`NtServiceInstaller.exe` (spawned by `smbpipe-agent.exe` as `NT AUTHORITY\SYSTEM`) writes the service configuration directly to `HKLM\SYSTEM\CurrentControlSet\Services\OracleXAService` via `NtCreateKey` + `NtSetValueKey` — `Type=16`, `Start=2`, `ImagePath=C:\Windows\Temp\smbpipe-agent.exe`, `ObjectName=LocalSystem`; no `CreateServiceW` call, no System Event ID 7045",DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 4 — Persistence: Registry-Backed Windows Service on DC01,NtServiceInstaller.exe NtCreateKey NtSetValueKey NT native registry API service write,Execution,T1106,Native API,Windows,"`NtServiceInstaller.exe` (spawned by `smbpipe-agent.exe` as `NT AUTHORITY\SYSTEM`) resolves `NtOpenKey`, `NtCreateKey`, `NtSetValueKey`, and `NtClose` from ntdll.dll at runtime and writes the service key via NT native registry APIs — bypassing advapi32.dll registry function hooks",DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 4 — Persistence: Registry-Backed Windows Service on DC01,NtServiceInstaller.exe NT native registry value write to OracleXAService service key,Persistence,T1112,Modify Registry,Windows,"`NtServiceInstaller.exe` writes registry values `Type`, `Start`, `ErrorControl`, `ImagePath`, `DisplayName`, `ObjectName` under `HKLM\SYSTEM\CurrentControlSet\Services\OracleXAService` via `NtSetValueKey` — registry modification is the mechanism used to create the persistent service",DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 5 — Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe FILE_FLAG_BACKUP_SEMANTICS open NTDS.dit on VSS shadow path,Credential Access,T1003.003,OS Credential Dumping: NTDS,Windows,`PolicySyncSvc.exe` (spawned by `smbpipe-agent.exe` as `NT AUTHORITY\SYSTEM`) opens `ntds.dit` under the VSS shadow path with `FILE_FLAG_BACKUP_SEMANTICS` to retrieve its NTFS cluster map via `FSCTL_GET_RETRIEVAL_POINTERS` — NTDS namespace access is the credential-targeting signal; actual data read via raw volume device handle (T1006),DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 5 — Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe Win32_ShadowCopy.Create WMI volume shadow copy creation,Execution,T1047,Windows Management Instrumentation,Windows,`PolicySyncSvc.exe` creates and deletes a VSS shadow copy via WMI `Win32_ShadowCopy.Create()`/`.Delete()` — non-backup process creates volume shadow copy through programmatic COM instead of `vssadmin.exe`,DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 5 — Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe raw ReadFile volume device handle VSS shadow cluster read,Stealth,T1006,Direct Volume Access,Windows,"`PolicySyncSvc.exe` opens the shadow volume device (`\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopyN`) and reads NTFS cluster data for `ntds.dit`, `SYSTEM`, `SAM`, `SECURITY` via raw `ReadFile` at LCN byte offsets — reads bypass the WdFilter.sys filesystem minifilter",DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 5 — Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe System.IO.Compression ZipArchive MemoryStream in-process ZIP assembly,Collection,T1560.002,Archive Collected Data: Archive via Library,Windows,"`ZipArchive` over `MemoryStream` compresses the four encrypted credential `.tmp` files entirely in-process — no child archival process spawned, no intermediate ZIP file on disk",DC01 (TBD),NT AUTHORITY\SYSTEM
Phase 4.md,Step 5 — Credential Access: NTDS Raw Dump via NtdsRawDump on DC01,PolicySyncSvc.exe AES-256-CBC custom archive batch wrapper certstore.cmd write,Collection,T1560.003,Archive Collected Data: Archive via Custom Method,Windows,"`PolicySyncSvc.exe` applies AES-256-CBC (`AesCryptoServiceProvider`) per-file and over the in-memory ZIP, base64-encodes the result, and wraps it in a `@echo off` batch stub writing `certstore.cmd` to `C:\ProgramData\` — custom archive format combining AES encryption, base64, and batch-file camouflage",DC01 (TBD),NT AUTHORITY\SYSTEM
