Step,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
[ALT] Step 2B — Compile-After-Delivery with Junk Code Insertion for AV Discovery,Defense Evasion,T1027.016,Obfuscated Files or Information: Junk Code Insertion,Windows,Dead code in `WmiQuery.cs`: unreachable `Stub()` method and discarded `kPad >> 1` computation are syntactically valid C# but produce no runtime effect — not independently distinguishable from functional code via standard EDR telemetry,Not Calibrated - Not Benign,Low,"`WmiQuery.cs` contains dead code insertions — unused constant `kPad`, never-called `Stub()` method, and discarded `unused` variable — to increase per-sample entropy and complicate static analysis of the source file; dead code is indistinguishable from live logic in pre-compilation source without semantic analysis",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0913,"Detects the presence of executables with high NOP padding, unusually large binary size for their function, and follow-on execution or memory injection from such files, especially when originating from temp or user-space paths.",WinEventLog:Sysmon,EventCode=10,Process Access
[ALT] Step 2B — Compile-After-Delivery with Junk Code Insertion for AV Discovery,Defense Evasion,T1027.016,Obfuscated Files or Information: Junk Code Insertion,Windows,Dead code in `WmiQuery.cs`: unreachable `Stub()` method and discarded `kPad >> 1` computation are syntactically valid C# but produce no runtime effect — not independently distinguishable from functional code via standard EDR telemetry,Not Calibrated - Not Benign,Low,"`WmiQuery.cs` contains dead code insertions — unused constant `kPad`, never-called `Stub()` method, and discarded `unused` variable — to increase per-sample entropy and complicate static analysis of the source file; dead code is indistinguishable from live logic in pre-compilation source without semantic analysis",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0913,"Detects the presence of executables with high NOP padding, unusually large binary size for their function, and follow-on execution or memory injection from such files, especially when originating from temp or user-space paths.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Command and Control,T1105,Ingress Tool Transfer,Windows,"Sequential POST requests to `react.testlab.local` RSC endpoint appending 2,000-char base64 blocks to `C:\Windows\Temp\WdiBoot.gz.b64` via eval-based `fs.appendFileSync`; no child process spawned",Not Calibrated - Not Benign,High,"react2shell `upload` command stages compressed+encoded `ReflectDump.exe` (as `WdiBoot.gz.b64`) to IIS server in chunks; identical eval-based chunked path to Phase 1 - already scored in Phase 1 Step 1A (same host, same actor, same mechanism)",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Command and Control,T1105,Ingress Tool Transfer,Windows,"Sequential POST requests to `react.testlab.local` RSC endpoint appending 2,000-char base64 blocks to `C:\Windows\Temp\WdiBoot.gz.b64` via eval-based `fs.appendFileSync`; no child process spawned",Not Calibrated - Not Benign,High,"react2shell `upload` command stages compressed+encoded `ReflectDump.exe` (as `WdiBoot.gz.b64`) to IIS server in chunks; identical eval-based chunked path to Phase 1 - already scored in Phase 1 Step 1A (same host, same actor, same mechanism)",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=11,File Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Command and Control,T1105,Ingress Tool Transfer,Windows,"Sequential POST requests to `react.testlab.local` RSC endpoint appending 2,000-char base64 blocks to `C:\Windows\Temp\WdiBoot.gz.b64` via eval-based `fs.appendFileSync`; no child process spawned",Not Calibrated - Not Benign,High,"react2shell `upload` command stages compressed+encoded `ReflectDump.exe` (as `WdiBoot.gz.b64`) to IIS server in chunks; identical eval-based chunked path to Phase 1 - already scored in Phase 1 Step 1A (same host, same actor, same mechanism)",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0165,Unusual or uncommon processes initiate network connections to external destinations followed by file creation (tools downloaded).,WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1027.015,Obfuscated Files or Information: Compression,Windows,"`node.exe` reads `C:\Windows\Temp\WdiBoot.gz.b64`, decompresses via `zlib.gunzipSync`, writes `C:\Windows\Temp\WdiBoot.bin` on react.testlab.local",Calibrated - Not Benign,Medium,"react2shell `decompress` command decompresses gzip-compressed payload using built-in Node.js `zlib` module; compression reduces transfer size by ~62% and evades signature-based detection of raw PE structure during upload; decompression occurs via eval-based `fs.writeFileSync(out, zlib.gunzipSync(fs.readFileSync(in)))`",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0782,"Monitors for compression tool usage (e.g., 7zip, WinRAR, MakeCab) that follows or precedes file modification, suspicious file types (e.g., .exe, .dll) being compressed, or dropped from self-extracting archives followed by immediate execution.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1027.015,Obfuscated Files or Information: Compression,Windows,"`node.exe` reads `C:\Windows\Temp\WdiBoot.gz.b64`, decompresses via `zlib.gunzipSync`, writes `C:\Windows\Temp\WdiBoot.bin` on react.testlab.local",Calibrated - Not Benign,Medium,"react2shell `decompress` command decompresses gzip-compressed payload using built-in Node.js `zlib` module; compression reduces transfer size by ~62% and evades signature-based detection of raw PE structure during upload; decompression occurs via eval-based `fs.writeFileSync(out, zlib.gunzipSync(fs.readFileSync(in)))`",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0782,"Monitors for compression tool usage (e.g., 7zip, WinRAR, MakeCab) that follows or precedes file modification, suspicious file types (e.g., .exe, .dll) being compressed, or dropped from self-extracting archives followed by immediate execution.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1564.001,Hide Artifacts: Hidden Files and Directories,Windows,"`node.exe` spawns `attrib.exe` with arguments `['+h', 'C:\Windows\Temp\WdiBoot.exe']` on react.testlab.local",Calibrated - Not Benign,Low,"react2shell `hide` command sets Windows hidden attribute on staged credential dumping tool to reduce filesystem visibility; spawns `attrib.exe +h` via `child_process.spawnSync` - intentionally observable process creation for Calibrated detection; Node.js `fs.chmod` only supports Unix permissions, not Windows attributes, requiring external binary spawn",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0091,Suspicious use of attrib.exe or PowerShell commands to set hidden attributes on files/directories. Defender view: processes modifying file attributes to 'hidden' or creating files with ADS (alternate data streams).,WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1564.001,Hide Artifacts: Hidden Files and Directories,Windows,"`node.exe` spawns `attrib.exe` with arguments `['+h', 'C:\Windows\Temp\WdiBoot.exe']` on react.testlab.local",Calibrated - Not Benign,Low,"react2shell `hide` command sets Windows hidden attribute on staged credential dumping tool to reduce filesystem visibility; spawns `attrib.exe +h` via `child_process.spawnSync` - intentionally observable process creation for Calibrated detection; Node.js `fs.chmod` only supports Unix permissions, not Windows attributes, requiring external binary spawn",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0091,Suspicious use of attrib.exe or PowerShell commands to set hidden attributes on files/directories. Defender view: processes modifying file attributes to 'hidden' or creating files with ADS (alternate data streams).,WinEventLog:Sysmon,EventCode=11,File Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Discovery,T1057,Process Discovery,Windows,"`CreateToolhelp32Snapshot(TH32CS_SNAPPROCESS, 0)` + `Process32NextW` loop issued by `WdiBoot.exe` to locate LSASS PID; target name `lsass.exe` absent from binary strings",Calibrated - Not Benign,Low,`QueryProcessEntry()` enumerates all running processes via toolhelp snapshot to obtain lsass PID; process name assembled at runtime as a `wchar_t` array,react.testlab.local,NT AUTHORITY\SYSTEM,AN0095,"Identifies adversary behavior that launches commands or invokes APIs to enumerate active processes (e.g., tasklist.exe, Get-Process, or CreateToolhelp32Snapshot). Detects execution combined with parent process lineage, network session context, or remote origin.",WinEventLog:Security,EventCode=4688,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Discovery,T1057,Process Discovery,Windows,"`CreateToolhelp32Snapshot(TH32CS_SNAPPROCESS, 0)` + `Process32NextW` loop issued by `WdiBoot.exe` to locate LSASS PID; target name `lsass.exe` absent from binary strings",Calibrated - Not Benign,Low,`QueryProcessEntry()` enumerates all running processes via toolhelp snapshot to obtain lsass PID; process name assembled at runtime as a `wchar_t` array,react.testlab.local,NT AUTHORITY\SYSTEM,AN0095,"Identifies adversary behavior that launches commands or invokes APIs to enumerate active processes (e.g., tasklist.exe, Get-Process, or CreateToolhelp32Snapshot). Detects execution combined with parent process lineage, network session context, or remote origin.",WinEventLog:Sysmon,EventCode=10,Process Access
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Execution,T1106,Native API,Windows,`WdiBoot.exe` loads `ntdll.dll` and opens `PROCESS_ALL_ACCESS` handle to `lsass.exe`; undocumented API `RtlCreateProcessReflection` invoked via runtime-resolved function pointer from `GetProcAddress`,Calibrated - Not Benign,Medium,"ReflectDump leverages undocumented ntdll.dll export `RtlCreateProcessReflection` to fork LSASS process; API name absent from IAT, resolved dynamically at runtime; handle open to LSASS observable via Sysmon EventCode=10 with `GrantedAccess=0x1FFFFF` (PROCESS_ALL_ACCESS); Native API usage pattern represents independent behavioral detection axis beyond output file creation (T1003.001)",react.testlab.local,NT AUTHORITY\SYSTEM,AN1465,"Unusual or suspicious processes loading critical native API DLLs (e.g., ntdll.dll, kernel32.dll) followed by direct syscall behavior, memory manipulation, or hollowing.",WinEventLog:Sysmon,EventCode=7,Module Load
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Execution,T1106,Native API,Windows,`WdiBoot.exe` loads `ntdll.dll` and opens `PROCESS_ALL_ACCESS` handle to `lsass.exe`; undocumented API `RtlCreateProcessReflection` invoked via runtime-resolved function pointer from `GetProcAddress`,Calibrated - Not Benign,Medium,"ReflectDump leverages undocumented ntdll.dll export `RtlCreateProcessReflection` to fork LSASS process; API name absent from IAT, resolved dynamically at runtime; handle open to LSASS observable via Sysmon EventCode=10 with `GrantedAccess=0x1FFFFF` (PROCESS_ALL_ACCESS); Native API usage pattern represents independent behavioral detection axis beyond output file creation (T1003.001)",react.testlab.local,NT AUTHORITY\SYSTEM,AN1465,"Unusual or suspicious processes loading critical native API DLLs (e.g., ntdll.dll, kernel32.dll) followed by direct syscall behavior, memory manipulation, or hollowing.",WinEventLog:Sysmon,EventCode=10,Process Access
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Execution,T1106,Native API,Windows,`WdiBoot.exe` loads `ntdll.dll` and opens `PROCESS_ALL_ACCESS` handle to `lsass.exe`; undocumented API `RtlCreateProcessReflection` invoked via runtime-resolved function pointer from `GetProcAddress`,Calibrated - Not Benign,Medium,"ReflectDump leverages undocumented ntdll.dll export `RtlCreateProcessReflection` to fork LSASS process; API name absent from IAT, resolved dynamically at runtime; handle open to LSASS observable via Sysmon EventCode=10 with `GrantedAccess=0x1FFFFF` (PROCESS_ALL_ACCESS); Native API usage pattern represents independent behavioral detection axis beyond output file creation (T1003.001)",react.testlab.local,NT AUTHORITY\SYSTEM,AN1465,"Unusual or suspicious processes loading critical native API DLLs (e.g., ntdll.dll, kernel32.dll) followed by direct syscall behavior, memory manipulation, or hollowing.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,`WdiBoot.exe` invokes `RtlCreateProcessReflection` to clone `lsass.exe` and writes an XOR-encrypted minidump to `C:\Windows\Temp\f.elif`,Calibrated - Not Benign,Critical,"ReflectDump forks LSASS via `RtlCreateProcessReflection`, dumps the fork via `MiniDumpWriteDump` with `IoWriteAllCallback` into 75 MB heap buffer, XOR-encrypts buffer in-place with key `0x35` via `XorBuffer`, then flushes to `f.elif`; reflection terminated after dump",react.testlab.local,NT AUTHORITY\SYSTEM,AN1030,"A non-privileged or abnormal process attempts to open a handle with full access (0x1F0FFF) to lsass.exe and subsequently invokes memory dump, file creation, or registry modification indicative of credential scraping. This behavior chain reflects staged credential theft activity.",WinEventLog:Sysmon,EventCode=10,Process Access
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,`WdiBoot.exe` invokes `RtlCreateProcessReflection` to clone `lsass.exe` and writes an XOR-encrypted minidump to `C:\Windows\Temp\f.elif`,Calibrated - Not Benign,Critical,"ReflectDump forks LSASS via `RtlCreateProcessReflection`, dumps the fork via `MiniDumpWriteDump` with `IoWriteAllCallback` into 75 MB heap buffer, XOR-encrypts buffer in-place with key `0x35` via `XorBuffer`, then flushes to `f.elif`; reflection terminated after dump",react.testlab.local,NT AUTHORITY\SYSTEM,AN1030,"A non-privileged or abnormal process attempts to open a handle with full access (0x1F0FFF) to lsass.exe and subsequently invokes memory dump, file creation, or registry modification indicative of credential scraping. This behavior chain reflects staged credential theft activity.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,`WdiBoot.exe` invokes `RtlCreateProcessReflection` to clone `lsass.exe` and writes an XOR-encrypted minidump to `C:\Windows\Temp\f.elif`,Calibrated - Not Benign,Critical,"ReflectDump forks LSASS via `RtlCreateProcessReflection`, dumps the fork via `MiniDumpWriteDump` with `IoWriteAllCallback` into 75 MB heap buffer, XOR-encrypts buffer in-place with key `0x35` via `XorBuffer`, then flushes to `f.elif`; reflection terminated after dump",react.testlab.local,NT AUTHORITY\SYSTEM,AN1030,"A non-privileged or abnormal process attempts to open a handle with full access (0x1F0FFF) to lsass.exe and subsequently invokes memory dump, file creation, or registry modification indicative of credential scraping. This behavior chain reflects staged credential theft activity.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,`WdiBoot.exe` invokes `RtlCreateProcessReflection` to clone `lsass.exe` and writes an XOR-encrypted minidump to `C:\Windows\Temp\f.elif`,Calibrated - Not Benign,Critical,"ReflectDump forks LSASS via `RtlCreateProcessReflection`, dumps the fork via `MiniDumpWriteDump` with `IoWriteAllCallback` into 75 MB heap buffer, XOR-encrypts buffer in-place with key `0x35` via `XorBuffer`, then flushes to `f.elif`; reflection terminated after dump",react.testlab.local,NT AUTHORITY\SYSTEM,AN1030,"A non-privileged or abnormal process attempts to open a handle with full access (0x1F0FFF) to lsass.exe and subsequently invokes memory dump, file creation, or registry modification indicative of credential scraping. This behavior chain reflects staged credential theft activity.",WinEventLog:Security,EventCode=4673,User Account Metadata
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,`WdiBoot.exe` invokes `RtlCreateProcessReflection` to clone `lsass.exe` and writes an XOR-encrypted minidump to `C:\Windows\Temp\f.elif`,Calibrated - Not Benign,Critical,"ReflectDump forks LSASS via `RtlCreateProcessReflection`, dumps the fork via `MiniDumpWriteDump` with `IoWriteAllCallback` into 75 MB heap buffer, XOR-encrypts buffer in-place with key `0x35` via `XorBuffer`, then flushes to `f.elif`; reflection terminated after dump",react.testlab.local,NT AUTHORITY\SYSTEM,AN1030,"A non-privileged or abnormal process attempts to open a handle with full access (0x1F0FFF) to lsass.exe and subsequently invokes memory dump, file creation, or registry modification indicative of credential scraping. This behavior chain reflects staged credential theft activity.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,YARA/file-content scan of `C:\Windows\Temp\f.elif` (written by `WdiBoot.exe`): file header lacks MDMP magic bytes (`4D 44 4D 50`); byte entropy consistent with single-byte XOR obfuscation; detection requires file-content scanning capability distinct from T1003.001's process-access behavioral axis,Calibrated - Not Benign,Medium,ReflectDump XOR-encrypts entire 75 MB dump buffer in-place via `XorBuffer` with hardcoded key `0x35` before `WriteFile`; encryption applied to obfuscate LSASS memory dump content and evade signature-based detection of minidump format,react.testlab.local,NT AUTHORITY\SYSTEM,AN0237,"Detection of processes that load or decode encrypted/encoded files in memory and subsequently execute or inject them, indicating payload unpacking or memory-resident malware.",WinEventLog:Sysmon,EventCode=7,Module Load
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,YARA/file-content scan of `C:\Windows\Temp\f.elif` (written by `WdiBoot.exe`): file header lacks MDMP magic bytes (`4D 44 4D 50`); byte entropy consistent with single-byte XOR obfuscation; detection requires file-content scanning capability distinct from T1003.001's process-access behavioral axis,Calibrated - Not Benign,Medium,ReflectDump XOR-encrypts entire 75 MB dump buffer in-place via `XorBuffer` with hardcoded key `0x35` before `WriteFile`; encryption applied to obfuscate LSASS memory dump content and evade signature-based detection of minidump format,react.testlab.local,NT AUTHORITY\SYSTEM,AN0237,"Detection of processes that load or decode encrypted/encoded files in memory and subsequently execute or inject them, indicating payload unpacking or memory-resident malware.",WinEventLog:Sysmon,EventCode=10,Process Access
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Windows,YARA/file-content scan of `C:\Windows\Temp\f.elif` (written by `WdiBoot.exe`): file header lacks MDMP magic bytes (`4D 44 4D 50`); byte entropy consistent with single-byte XOR obfuscation; detection requires file-content scanning capability distinct from T1003.001's process-access behavioral axis,Calibrated - Not Benign,Medium,ReflectDump XOR-encrypts entire 75 MB dump buffer in-place via `XorBuffer` with hardcoded key `0x35` before `WriteFile`; encryption applied to obfuscate LSASS memory dump content and evade signature-based detection of minidump format,react.testlab.local,NT AUTHORITY\SYSTEM,AN0237,"Detection of processes that load or decode encrypted/encoded files in memory and subsequently execute or inject them, indicating payload unpacking or memory-resident malware.",WinEventLog:Security,EventCode=4688,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,`WdiBoot.exe` (ReflectDump) contains no static string or import reference to `RtlCreateProcessReflection` or `lsass.exe`; both assembled at runtime as character arrays; no IAT entry for the undocumented API; `RtlCreateProcessReflection` resolved via runtime `GetProcAddress` call,Not Calibrated - Not Benign,Medium,"ReflectDump assembles the name `RtlCreateProcessReflection` as a runtime `char` array and passes it to `GetProcAddress`; LSASS target name built as a runtime `wchar_t` array - both strings absent from binary's static string table and import table, defeating IAT and string-based detection",react.testlab.local,NT AUTHORITY\SYSTEM,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,`WdiBoot.exe` (ReflectDump) contains no static string or import reference to `RtlCreateProcessReflection` or `lsass.exe`; both assembled at runtime as character arrays; no IAT entry for the undocumented API; `RtlCreateProcessReflection` resolved via runtime `GetProcAddress` call,Not Calibrated - Not Benign,Medium,"ReflectDump assembles the name `RtlCreateProcessReflection` as a runtime `char` array and passes it to `GetProcAddress`; LSASS target name built as a runtime `wchar_t` array - both strings absent from binary's static string table and import table, defeating IAT and string-based detection",react.testlab.local,NT AUTHORITY\SYSTEM,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",WinEventLog:Sysmon,EventCode=7,Module Load
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1027.007,Obfuscated Files or Information: Dynamic API Resolution,Windows,`WdiBoot.exe` (ReflectDump) contains no static string or import reference to `RtlCreateProcessReflection` or `lsass.exe`; both assembled at runtime as character arrays; no IAT entry for the undocumented API; `RtlCreateProcessReflection` resolved via runtime `GetProcAddress` call,Not Calibrated - Not Benign,Medium,"ReflectDump assembles the name `RtlCreateProcessReflection` as a runtime `char` array and passes it to `GetProcAddress`; LSASS target name built as a runtime `wchar_t` array - both strings absent from binary's static string table and import table, defeating IAT and string-based detection",react.testlab.local,NT AUTHORITY\SYSTEM,AN0250,"Behavioral chain involving suspicious use of GetProcAddress and LoadLibrary following memory allocation and manual mapping, often paired with low entropy strings, abnormal API use without static import tables, or delayed module load behaviors.",etw:Microsoft-Windows-Kernel-Process,API tracing / stack tracing via ETW or telemetry-based EDR,OS API Execution
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,PE at `C:\Windows\Temp\WdiBoot.exe`; output artefact at `C:\Windows\Temp\f.elif` lacks `.dmp` extension,Not Calibrated - Not Benign,Medium,ReflectDump staged as `WdiBoot.exe` (mimics Windows Diagnostics Infrastructure component); dump written as `f.elif` to suppress extension-based detection rules,react.testlab.local,NT AUTHORITY\SYSTEM,AN0983,"Detects processes or binaries executed from trusted directories (e.g., System32) or using trusted names (e.g., svchost.exe) where the metadata, hash, or parent process does not align with legitimate activity patterns.",WinEventLog:Security,EventCode=4688,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1036.005,Masquerading: Match Legitimate Resource Name or Location,Windows,PE at `C:\Windows\Temp\WdiBoot.exe`; output artefact at `C:\Windows\Temp\f.elif` lacks `.dmp` extension,Not Calibrated - Not Benign,Medium,ReflectDump staged as `WdiBoot.exe` (mimics Windows Diagnostics Infrastructure component); dump written as `f.elif` to suppress extension-based detection rules,react.testlab.local,NT AUTHORITY\SYSTEM,AN0983,"Detects processes or binaries executed from trusted directories (e.g., System32) or using trusted names (e.g., svchost.exe) where the metadata, hash, or parent process does not align with legitimate activity patterns.",WinEventLog:Sysmon,EventCode=11,File Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Exfiltration,T1030,Data Transfer Size Limits,Windows,"`node.exe` transmits the contents of `f.elif` via multiple 8,192-byte HTTP POST responses to the attacker",Calibrated - Not Benign,Medium,"react2shell `download` command exfiltrates `f.elif` as base64 in 8,192-byte chunks over successive HTTP responses",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0596,"Adversary uses a process to establish outbound connections that transmit uniform packet sizes at a consistent interval, avoiding threshold-based network alerts.",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Exfiltration,T1030,Data Transfer Size Limits,Windows,"`node.exe` transmits the contents of `f.elif` via multiple 8,192-byte HTTP POST responses to the attacker",Calibrated - Not Benign,Medium,"react2shell `download` command exfiltrates `f.elif` as base64 in 8,192-byte chunks over successive HTTP responses",react.testlab.local,IIS APPPOOL\react.testlab.local,AN0596,"Adversary uses a process to establish outbound connections that transmit uniform packet sizes at a consistent interval, avoiding threshold-based network alerts.",NSM:Flow,NetFlow/sFlow/PCAP,Network Traffic Flow
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1678,Delay Execution,Windows,"`WdiBoot.exe` (`ReflectDump`) process runtime is approximately 10 seconds with no stdout output; two `Sleep(5000)` calls visible as sustained CPU-idle waits in process telemetry: first sleep occurs after `RtlCreateProcessReflection` (line 165), second sleep occurs after `WriteFile` (line 194); binary exits cleanly only after output file size validation passes",Not Calibrated - Not Benign,Low,"`ReflectDump` sleeps 5 seconds after forking the LSASS reflection via `RtlCreateProcessReflection` (allowing clone internal state to stabilize before `MiniDumpWriteDump`), then sleeps a second 5 seconds after `WriteFile` flushes the XOR-encrypted buffer to disk (before validating `f.elif` size and terminating the reflection); deliberate delays reduce the likelihood of behavioral detections triggered by rapid process-create → dump → exit sequences",react.testlab.local,NT AUTHORITY\SYSTEM,AN1048,"Correlated use of sleep/delay mechanisms (e.g., kernel32!Sleep, NTDLL APIs) in short-lived processes, combined with parent processes invoking suspicious scripts (e.g., wscript, powershell) with minimal user interaction.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 3 - Credential Access: LSASS Memory Acquisition via Process Reflection,Defense Evasion,T1678,Delay Execution,Windows,"`WdiBoot.exe` (`ReflectDump`) process runtime is approximately 10 seconds with no stdout output; two `Sleep(5000)` calls visible as sustained CPU-idle waits in process telemetry: first sleep occurs after `RtlCreateProcessReflection` (line 165), second sleep occurs after `WriteFile` (line 194); binary exits cleanly only after output file size validation passes",Not Calibrated - Not Benign,Low,"`ReflectDump` sleeps 5 seconds after forking the LSASS reflection via `RtlCreateProcessReflection` (allowing clone internal state to stabilize before `MiniDumpWriteDump`), then sleeps a second 5 seconds after `WriteFile` flushes the XOR-encrypted buffer to disk (before validating `f.elif` size and terminating the reflection); deliberate delays reduce the likelihood of behavioral detections triggered by rapid process-create → dump → exit sequences",react.testlab.local,NT AUTHORITY\SYSTEM,AN1048,"Correlated use of sleep/delay mechanisms (e.g., kernel32!Sleep, NTDLL APIs) in short-lived processes, combined with parent processes invoking suspicious scripts (e.g., wscript, powershell) with minimal user interaction.",WinEventLog:Sysmon,EventCode=7,Module Load
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1562.001,Impair Defenses: Disable or Modify Tools,Windows,"PowerShell Script Block Log Event 4104 on IIS01: `Set-MpPreference -DisableRealtimeMonitoring 1; -DisableBehaviorMonitoring 1; -DisableScriptScanning 1` executed by `powershell.exe` (child of `RuntimeBroker.exe` ghost, NT AUTHORITY\SYSTEM)",Calibrated - Not Benign,Medium,"`Set-MpPreference` disables Defender real-time, behaviour, and script scanning from the SYSTEM dnscat2 shell — suppresses AV detection before running the `comsvcs.dll MiniDump` credential access technique",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1369,"Detection of adversary behavior that disables or modifies security tools, including killing AV/EDR processes, stopping services, altering Sysmon registry keys, or tampering with exclusion lists. Defenders observe process/service termination, registry modification, and abnormal absence of expected telemetry.",WinEventLog:System,EventCode=7045,Service Creation
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1562.001,Impair Defenses: Disable or Modify Tools,Windows,"PowerShell Script Block Log Event 4104 on IIS01: `Set-MpPreference -DisableRealtimeMonitoring 1; -DisableBehaviorMonitoring 1; -DisableScriptScanning 1` executed by `powershell.exe` (child of `RuntimeBroker.exe` ghost, NT AUTHORITY\SYSTEM)",Calibrated - Not Benign,Medium,"`Set-MpPreference` disables Defender real-time, behaviour, and script scanning from the SYSTEM dnscat2 shell — suppresses AV detection before running the `comsvcs.dll MiniDump` credential access technique",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1369,"Detection of adversary behavior that disables or modifies security tools, including killing AV/EDR processes, stopping services, altering Sysmon registry keys, or tampering with exclusion lists. Defenders observe process/service termination, registry modification, and abnormal absence of expected telemetry.",WinEventLog:Sysmon,EventCode=5,Process Termination
