File,Step,Summary,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,Calibration Reason,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping ntdll!EtwEventWrite in-process ETW patch,Defense Evasion,T1562.006,Impair Defenses: Indicator Blocking,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) calls VirtualProtect on ntdll.dll code section and patches ntdll!EtwEventWrite to xor eax,eax; ret — two-stage VirtualProtect call (PAGE_EXECUTE_READWRITE → patch → restore original protection) on a loaded system DLL code section by a non-installer temp-path process is anomalous; integrity check of ntdll!EtwEventWrite confirms modified bytes (33 C0 C3) differing from factory ntdll.dll code",Calibrated - Not Benign,-,Medium,CWLHerpaderping patches ETW on startup before entering the Herpaderping flow; only active when compiled with `ENABLE_ETW_PATCH` preprocessor flag — see [build.md](../../resources/payloads/process-injection/CWLHerpaderping/build.md),IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0667,"Correlates registry modifications to EventLog or WMI Autologger keys, suspicious use of Set-EtwTraceProvider, and Sysmon configuration changes. Defender sees interruption or redirection of ETW and log event collection.",WinEventLog:Security,EventCode=4657,Windows Registry Key Modification
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping VirtualAlloc PAGE_EXECUTE_READ syscall trampoline page,Execution,T1106,Native API,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) allocates non-module-backed PAGE_EXECUTE_READ memory region — unbacked RX allocation (~168 bytes) not associated with any loaded module; memory scan detects anonymous executable page containing indirect syscall stub (mov r10,rcx; mov eax,<SSN>; movabs r11,<ntdll gadget>; jmp r11); allocation transitions from PAGE_READWRITE to PAGE_EXECUTE_READ immediately after stub construction",Calibrated - Not Benign,-,Low,"CWLHerpaderping invokes the full Herpaderping process-creation path through indirect syscalls; non-module-backed RX allocation is the same observable as CertEnrollSvc.exe T1106; `kernel32.dll` stack spoof affects call-stack-based detection only, not memory region scanning",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1465,"Unusual or suspicious processes loading critical native API DLLs (e.g., ntdll.dll, kernel32.dll) followed by direct syscall behavior, memory manipulation, or hollowing.",WinEventLog:Sysmon,EventCode=7,Module Load
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping VirtualAlloc PAGE_EXECUTE_READ syscall trampoline page,Execution,T1106,Native API,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) allocates non-module-backed PAGE_EXECUTE_READ memory region — unbacked RX allocation (~168 bytes) not associated with any loaded module; memory scan detects anonymous executable page containing indirect syscall stub (mov r10,rcx; mov eax,<SSN>; movabs r11,<ntdll gadget>; jmp r11); allocation transitions from PAGE_READWRITE to PAGE_EXECUTE_READ immediately after stub construction",Calibrated - Not Benign,-,Low,"CWLHerpaderping invokes the full Herpaderping process-creation path through indirect syscalls; non-module-backed RX allocation is the same observable as CertEnrollSvc.exe T1106; `kernel32.dll` stack spoof affects call-stack-based detection only, not memory region scanning",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1465,"Unusual or suspicious processes loading critical native API DLLs (e.g., ntdll.dll, kernel32.dll) followed by direct syscall behavior, memory manipulation, or hollowing.",WinEventLog:Sysmon,EventCode=10,Process Access
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping VirtualAlloc PAGE_EXECUTE_READ syscall trampoline page,Execution,T1106,Native API,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) allocates non-module-backed PAGE_EXECUTE_READ memory region — unbacked RX allocation (~168 bytes) not associated with any loaded module; memory scan detects anonymous executable page containing indirect syscall stub (mov r10,rcx; mov eax,<SSN>; movabs r11,<ntdll gadget>; jmp r11); allocation transitions from PAGE_READWRITE to PAGE_EXECUTE_READ immediately after stub construction",Calibrated - Not Benign,-,Low,"CWLHerpaderping invokes the full Herpaderping process-creation path through indirect syscalls; non-module-backed RX allocation is the same observable as CertEnrollSvc.exe T1106; `kernel32.dll` stack spoof affects call-stack-based detection only, not memory region scanning",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1465,"Unusual or suspicious processes loading critical native API DLLs (e.g., ntdll.dll, kernel32.dll) followed by direct syscall behavior, memory manipulation, or hollowing.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping in-process XOR decode dnscat2 PE from CertCA.enc,Defense Evasion,T1140,Deobfuscate/Decode Files or Information,Windows,"N/A — C2: XOR decode of CertCA.enc occurs entirely in-process within CWLHerpaderping loader memory; file is deleted (DeleteFileW) before XOR decode begins in GetPayloadBuffer(); no decoded PE intermediate file is ever written to disk; the encoded input artifact (CertCA.enc on disk, first byte 0xEE) is independently covered by T1027.013, and the decoded output (valid PE in ghost process image) is covered by T1055; the decode transformation itself produces no evaluator-verifiable artifact independent of these two endpoints",Not Calibrated - Not Benign,C2,Low,CWLHerpaderping decodes the XOR-encoded dnscat2 payload entirely in-process; no decoded PE ever written to disk; the XOR formula matches `PAYLOAD_XOR_BASE`/`PAYLOAD_XOR_STEP` compile-time constants,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0767,"An adversary leverages built-in tools such as certutil.exe, powershell.exe, or copy.exe to decode, reassemble, or extract hidden malicious content from obfuscated containers or encoded formats. The decoding utility often spawns shortly after file staging or download and may be chained with script interpreters or further payload execution.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping in-process XOR decode dnscat2 PE from CertCA.enc,Defense Evasion,T1140,Deobfuscate/Decode Files or Information,Windows,"N/A — C2: XOR decode of CertCA.enc occurs entirely in-process within CWLHerpaderping loader memory; file is deleted (DeleteFileW) before XOR decode begins in GetPayloadBuffer(); no decoded PE intermediate file is ever written to disk; the encoded input artifact (CertCA.enc on disk, first byte 0xEE) is independently covered by T1027.013, and the decoded output (valid PE in ghost process image) is covered by T1055; the decode transformation itself produces no evaluator-verifiable artifact independent of these two endpoints",Not Calibrated - Not Benign,C2,Low,CWLHerpaderping decodes the XOR-encoded dnscat2 payload entirely in-process; no decoded PE ever written to disk; the XOR formula matches `PAYLOAD_XOR_BASE`/`PAYLOAD_XOR_STEP` compile-time constants,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0767,"An adversary leverages built-in tools such as certutil.exe, powershell.exe, or copy.exe to decode, reassemble, or extract hidden malicious content from obfuscated containers or encoded formats. The decoding utility often spawns shortly after file staging or download and may be chained with script interpreters or further payload execution.",WinEventLog:Sysmon,EventCode=11,File Creation
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping in-process XOR decode dnscat2 PE from CertCA.enc,Defense Evasion,T1140,Deobfuscate/Decode Files or Information,Windows,"N/A — C2: XOR decode of CertCA.enc occurs entirely in-process within CWLHerpaderping loader memory; file is deleted (DeleteFileW) before XOR decode begins in GetPayloadBuffer(); no decoded PE intermediate file is ever written to disk; the encoded input artifact (CertCA.enc on disk, first byte 0xEE) is independently covered by T1027.013, and the decoded output (valid PE in ghost process image) is covered by T1055; the decode transformation itself produces no evaluator-verifiable artifact independent of these two endpoints",Not Calibrated - Not Benign,C2,Low,CWLHerpaderping decodes the XOR-encoded dnscat2 payload entirely in-process; no decoded PE ever written to disk; the XOR formula matches `PAYLOAD_XOR_BASE`/`PAYLOAD_XOR_STEP` compile-time constants,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0767,"An adversary leverages built-in tools such as certutil.exe, powershell.exe, or copy.exe to decode, reassemble, or extract hidden malicious content from obfuscated containers or encoded formats. The decoding utility often spawns shortly after file staging or download and may be chained with script interpreters or further payload execution.",WinEventLog:Sysmon,EventCode=10,Process Access
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping CertCA.enc file delete after payload read,Defense Evasion,T1070.004,Indicator Removal: File Deletion,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) deletes C:\ProgramData\CertCA.enc — Sysmon EID 23 file-delete event attributed to the loader process immediately after CreateFileW/ReadFile/CloseHandle on the same path; CertCA.enc is a non-standard artifact (XOR-encoded, first byte 0xEE, no MZ signature) staged in Step 1; read-once-then-delete sequence on an obfuscated PE in C:\ProgramData\ by a temp-path SYSTEM process is anomalous for IIS01 baseline",Not Calibrated - Not Benign,staging,Low,"CWLHerpaderping deletes the encoded payload file immediately after reading it into memory, before decoding begins; removes forensic evidence of which payload was staged",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0392,"Detects adversary behavior deleting artifacts (e.g., dropped payloads, evidence files) using native or external utilities (e.g., del, erase, SDelete). Detects deletion events correlated with unusual process lineage or timing post-execution.",WinEventLog:Sysmon,EventCode=23,File Deletion
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping CertCA.enc file delete after payload read,Defense Evasion,T1070.004,Indicator Removal: File Deletion,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) deletes C:\ProgramData\CertCA.enc — Sysmon EID 23 file-delete event attributed to the loader process immediately after CreateFileW/ReadFile/CloseHandle on the same path; CertCA.enc is a non-standard artifact (XOR-encoded, first byte 0xEE, no MZ signature) staged in Step 1; read-once-then-delete sequence on an obfuscated PE in C:\ProgramData\ by a temp-path SYSTEM process is anomalous for IIS01 baseline",Not Calibrated - Not Benign,staging,Low,"CWLHerpaderping deletes the encoded payload file immediately after reading it into memory, before decoding begins; removes forensic evidence of which payload was staged",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0392,"Detects adversary behavior deleting artifacts (e.g., dropped payloads, evidence files) using native or external utilities (e.g., del, erase, SDelete). Detects deletion events correlated with unusual process lineage or timing post-execution.",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Access
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping CertCA.enc file delete after payload read,Defense Evasion,T1070.004,Indicator Removal: File Deletion,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) deletes C:\ProgramData\CertCA.enc — Sysmon EID 23 file-delete event attributed to the loader process immediately after CreateFileW/ReadFile/CloseHandle on the same path; CertCA.enc is a non-standard artifact (XOR-encoded, first byte 0xEE, no MZ signature) staged in Step 1; read-once-then-delete sequence on an obfuscated PE in C:\ProgramData\ by a temp-path SYSTEM process is anomalous for IIS01 baseline",Not Calibrated - Not Benign,staging,Low,"CWLHerpaderping deletes the encoded payload file immediately after reading it into memory, before decoding begins; removes forensic evidence of which payload was staged",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0392,"Detects adversary behavior deleting artifacts (e.g., dropped payloads, evidence files) using native or external utilities (e.g., del, erase, SDelete). Detects deletion events correlated with unusual process lineage or timing post-execution.",WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",Command Execution
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping FILE_ATTRIBUTE_HIDDEN HD*.tmp section file create,Defense Evasion,T1564.001,Hide Artifacts: Hidden Files and Directories,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) creates HD*.tmp in %TEMP% with FILE_ATTRIBUTE_HIDDEN flag at CreateFileW time — Sysmon EID 11 records hidden file creation with valid PE content written by a temp-path SYSTEM process; hidden PE-class file created in a user temp directory by a non-standard SYSTEM binary is anomalous on IIS01 where no SYSTEM-context temp-file installer activity is expected; MFT-based enumeration (dir /ah, Get-ChildItem -Hidden) required to list the file",Calibrated - Not Benign,-,Medium,"CWLHerpaderping creates `HD*.tmp` with `FILE_ATTRIBUTE_HIDDEN` at `CreateFileW` time in `Herpaderping()`; file is hidden from Explorer and basic `dir` output for its full on-disk lifetime; MFT-based enumeration (`dir /ah`, `Get-ChildItem -Hidden`, Sysmon EID 11) is required to observe the artifact",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0091,Suspicious use of attrib.exe or PowerShell commands to set hidden attributes on files/directories. Defender view: processes modifying file attributes to 'hidden' or creating files with ADS (alternate data streams).,WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping FILE_ATTRIBUTE_HIDDEN HD*.tmp section file create,Defense Evasion,T1564.001,Hide Artifacts: Hidden Files and Directories,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) creates HD*.tmp in %TEMP% with FILE_ATTRIBUTE_HIDDEN flag at CreateFileW time — Sysmon EID 11 records hidden file creation with valid PE content written by a temp-path SYSTEM process; hidden PE-class file created in a user temp directory by a non-standard SYSTEM binary is anomalous on IIS01 where no SYSTEM-context temp-file installer activity is expected; MFT-based enumeration (dir /ah, Get-ChildItem -Hidden) required to list the file",Calibrated - Not Benign,-,Medium,"CWLHerpaderping creates `HD*.tmp` with `FILE_ATTRIBUTE_HIDDEN` at `CreateFileW` time in `Herpaderping()`; file is hidden from Explorer and basic `dir` output for its full on-disk lifetime; MFT-based enumeration (`dir /ah`, `Get-ChildItem -Hidden`, Sysmon EID 11) is required to observe the artifact",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0091,Suspicious use of attrib.exe or PowerShell commands to set hidden attributes on files/directories. Defender view: processes modifying file attributes to 'hidden' or creating files with ADS (alternate data streams).,WinEventLog:Sysmon,EventCode=11,File Creation
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping NtQuerySystemInformation process enumeration for PPID spoof,Discovery,T1057,Process Discovery,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) opens PROCESS_CREATE_PROCESS handle to a Session 0 system process (svchost.exe or wininit.exe) — kernel callback captures access request targeting a Session 0 service process by a temp-path SYSTEM binary; process discovery filters for Session 0 candidates (ProcessIdToSessionId) immediately before NtCreateUserProcess; access to svchost.exe/wininit.exe by a non-standard SYSTEM binary from C:\Windows\Temp\ indicates process enumeration for PPID-spoof target selection",Not Calibrated - Not Benign,native-recon,Low,CWLHerpaderping enumerates all running processes to find a Session 0 parent (svchost.exe or wininit.exe) for PPID spoofing; `GetNonJobParent()` performs this enumeration before `NtCreateUserProcess`,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0095,"Identifies adversary behavior that launches commands or invokes APIs to enumerate active processes (e.g., tasklist.exe, Get-Process, or CreateToolhelp32Snapshot). Detects execution combined with parent process lineage, network session context, or remote origin.",WinEventLog:Security,EventCode=4688,Process Creation
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping NtQuerySystemInformation process enumeration for PPID spoof,Discovery,T1057,Process Discovery,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) opens PROCESS_CREATE_PROCESS handle to a Session 0 system process (svchost.exe or wininit.exe) — kernel callback captures access request targeting a Session 0 service process by a temp-path SYSTEM binary; process discovery filters for Session 0 candidates (ProcessIdToSessionId) immediately before NtCreateUserProcess; access to svchost.exe/wininit.exe by a non-standard SYSTEM binary from C:\Windows\Temp\ indicates process enumeration for PPID-spoof target selection",Not Calibrated - Not Benign,native-recon,Low,CWLHerpaderping enumerates all running processes to find a Session 0 parent (svchost.exe or wininit.exe) for PPID spoofing; `GetNonJobParent()` performs this enumeration before `NtCreateUserProcess`,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0095,"Identifies adversary behavior that launches commands or invokes APIs to enumerate active processes (e.g., tasklist.exe, Get-Process, or CreateToolhelp32Snapshot). Detects execution combined with parent process lineage, network session context, or remote origin.",WinEventLog:Sysmon,EventCode=10,Process Access
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping NtCreateSection SEC_IMAGE Herpaderping ghost process,Defense Evasion,T1055,Process Injection,Windows,"RuntimeBroker.exe ghost process on IIS01 has image-content mismatch — in-memory PE at image base (dnscat2 payload) differs from on-disk content (IIS W3SVC log decoy) at the backing NT image path; process created via NtCreateUserProcess with THREAD_CREATE_FLAGS_CREATE_SUSPENDED from NT path pointing to %TEMP%\HD*.tmp, then on-disk file overwritten in-place while thread remained suspended; PE-header-to-disk-content discrepancy detectable by memory scan comparing process image base with file bytes at the section-backed path",Calibrated - Not Benign,-,Critical,CWLHerpaderping performs Process Herpaderping: dnscat2 payload enters ghost process as an image-section-backed mapping; process created without WriteProcessMemory — EDR sees a legitimate image path but the mapped PE does not match the on-disk content,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1399,"Detects process injection by correlating memory manipulation API calls (e.g., VirtualAllocEx, WriteProcessMemory), suspicious thread creation (e.g., CreateRemoteThread), and unusual DLL loads within another process's context.",WinEventLog:Sysmon,EventCode=10,Process Access
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping NtCreateSection SEC_IMAGE Herpaderping ghost process,Defense Evasion,T1055,Process Injection,Windows,"RuntimeBroker.exe ghost process on IIS01 has image-content mismatch — in-memory PE at image base (dnscat2 payload) differs from on-disk content (IIS W3SVC log decoy) at the backing NT image path; process created via NtCreateUserProcess with THREAD_CREATE_FLAGS_CREATE_SUSPENDED from NT path pointing to %TEMP%\HD*.tmp, then on-disk file overwritten in-place while thread remained suspended; PE-header-to-disk-content discrepancy detectable by memory scan comparing process image base with file bytes at the section-backed path",Calibrated - Not Benign,-,Critical,CWLHerpaderping performs Process Herpaderping: dnscat2 payload enters ghost process as an image-section-backed mapping; process created without WriteProcessMemory — EDR sees a legitimate image path but the mapped PE does not match the on-disk content,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1399,"Detects process injection by correlating memory manipulation API calls (e.g., VirtualAllocEx, WriteProcessMemory), suspicious thread creation (e.g., CreateRemoteThread), and unusual DLL loads within another process's context.",WinEventLog:Sysmon,EventCode=1,Process Creation
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping NtCreateSection SEC_IMAGE Herpaderping ghost process,Defense Evasion,T1055,Process Injection,Windows,"RuntimeBroker.exe ghost process on IIS01 has image-content mismatch — in-memory PE at image base (dnscat2 payload) differs from on-disk content (IIS W3SVC log decoy) at the backing NT image path; process created via NtCreateUserProcess with THREAD_CREATE_FLAGS_CREATE_SUSPENDED from NT path pointing to %TEMP%\HD*.tmp, then on-disk file overwritten in-place while thread remained suspended; PE-header-to-disk-content discrepancy detectable by memory scan comparing process image base with file bytes at the section-backed path",Calibrated - Not Benign,-,Critical,CWLHerpaderping performs Process Herpaderping: dnscat2 payload enters ghost process as an image-section-backed mapping; process created without WriteProcessMemory — EDR sees a legitimate image path but the mapped PE does not match the on-disk content,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1399,"Detects process injection by correlating memory manipulation API calls (e.g., VirtualAllocEx, WriteProcessMemory), suspicious thread creation (e.g., CreateRemoteThread), and unusual DLL loads within another process's context.",WinEventLog:Sysmon,EventCode=7,Module Load
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping NtCreateSection SEC_IMAGE Herpaderping ghost process,Defense Evasion,T1055,Process Injection,Windows,"RuntimeBroker.exe ghost process on IIS01 has image-content mismatch — in-memory PE at image base (dnscat2 payload) differs from on-disk content (IIS W3SVC log decoy) at the backing NT image path; process created via NtCreateUserProcess with THREAD_CREATE_FLAGS_CREATE_SUSPENDED from NT path pointing to %TEMP%\HD*.tmp, then on-disk file overwritten in-place while thread remained suspended; PE-header-to-disk-content discrepancy detectable by memory scan comparing process image base with file bytes at the section-backed path",Calibrated - Not Benign,-,Critical,CWLHerpaderping performs Process Herpaderping: dnscat2 payload enters ghost process as an image-section-backed mapping; process created without WriteProcessMemory — EDR sees a legitimate image path but the mapped PE does not match the on-disk content,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1399,"Detects process injection by correlating memory manipulation API calls (e.g., VirtualAllocEx, WriteProcessMemory), suspicious thread creation (e.g., CreateRemoteThread), and unusual DLL loads within another process's context.",etw:Microsoft-Windows-Kernel-Process,API calls,OS API Execution
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping HD*.tmp IIS W3SVC log decoy content overwrite,Defense Evasion,T1070,Indicator Removal,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) overwrites HD*.tmp in %TEMP% with IIS W3SVC log decoy content while ghost process primary thread remains suspended — Sysmon EID 11 file-write after NtCreateUserProcess replaces PE bytes with plaintext IIS log lines; write-spawn-overwrite sequence on a temp file by a SYSTEM binary replaces on-disk executable content with innocuous text; file stays on disk (STATUS_CANNOT_DELETE due to active image section) but contains only IIS log entries",Not Calibrated - Not Benign,redundant@T1055,Low,"Herpaderping trick: after `NtCreateUserProcess` creates the ghost process with suspended primary thread, CWLHerpaderping overwrites `HD*.tmp` in-place with IIS W3SVC log decoy content while the thread remains suspended; destroys on-disk evidence of which PE was mapped into the ghost process",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0520,"Monitors sequences involving deletion/modification of logs, registry keys, scheduled tasks, or prefetch files following suspicious process activity or elevated access escalation.",WinEventLog:Sysmon,EventCode=23,File Deletion
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping HD*.tmp IIS W3SVC log decoy content overwrite,Defense Evasion,T1070,Indicator Removal,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) overwrites HD*.tmp in %TEMP% with IIS W3SVC log decoy content while ghost process primary thread remains suspended — Sysmon EID 11 file-write after NtCreateUserProcess replaces PE bytes with plaintext IIS log lines; write-spawn-overwrite sequence on a temp file by a SYSTEM binary replaces on-disk executable content with innocuous text; file stays on disk (STATUS_CANNOT_DELETE due to active image section) but contains only IIS log entries",Not Calibrated - Not Benign,redundant@T1055,Low,"Herpaderping trick: after `NtCreateUserProcess` creates the ghost process with suspended primary thread, CWLHerpaderping overwrites `HD*.tmp` in-place with IIS W3SVC log decoy content while the thread remains suspended; destroys on-disk evidence of which PE was mapped into the ghost process",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0520,"Monitors sequences involving deletion/modification of logs, registry keys, scheduled tasks, or prefetch files following suspicious process activity or elevated access escalation.",WinEventLog:Security,EventCode=1102,Application Log Content
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping HD*.tmp IIS W3SVC log decoy content overwrite,Defense Evasion,T1070,Indicator Removal,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) overwrites HD*.tmp in %TEMP% with IIS W3SVC log decoy content while ghost process primary thread remains suspended — Sysmon EID 11 file-write after NtCreateUserProcess replaces PE bytes with plaintext IIS log lines; write-spawn-overwrite sequence on a temp file by a SYSTEM binary replaces on-disk executable content with innocuous text; file stays on disk (STATUS_CANNOT_DELETE due to active image section) but contains only IIS log entries",Not Calibrated - Not Benign,redundant@T1055,Low,"Herpaderping trick: after `NtCreateUserProcess` creates the ghost process with suspended primary thread, CWLHerpaderping overwrites `HD*.tmp` in-place with IIS W3SVC log decoy content while the thread remains suspended; destroys on-disk evidence of which PE was mapped into the ghost process",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0520,"Monitors sequences involving deletion/modification of logs, registry keys, scheduled tasks, or prefetch files following suspicious process activity or elevated access escalation.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping PS_ATTRIBUTE_PARENT_PROCESS Session 0 PPID spoof,Defense Evasion,T1134.004,Access Token Manipulation: Parent PID Spoofing,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) passes PS_ATTRIBUTE_PARENT_PROCESS with Session 0 svchost.exe or wininit.exe handle in the NtCreateUserProcess attribute list — child RuntimeBroker.exe ghost process creation event records PPID of svchost.exe/wininit.exe instead of the actual creating process; Sysmon EID 1 captures parent PID mismatch where reported parent (Session 0 svchost.exe) is not the process that performed the creation call; Session 0 service process not expected to spawn RuntimeBroker.exe",Calibrated - Not Benign,-,Medium,CWLHerpaderping opens a Session 0 svchost/wininit handle via `OpenProcess(PROCESS_CREATE_PROCESS)` and passes it via `PS_ATTRIBUTE_PARENT_PROCESS` in the attribute list to `NtCreateUserProcess`; implementation details in [process-herpaderping.md](../further-reading/process-herpaderping.md),IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1351,"A process explicitly forges its parent using EXTENDED_STARTUPINFO + PROC_THREAD_ATTRIBUTE_PARENT_PROCESS (UpdateProcThreadAttribute → CreateProcess[A/W]/CreateProcessAsUserW) or other Native API paths, resulting in **mismatched/implausible lineage** across ETW EventHeader ProcessId, Security 4688 Creator Process ID/Name, and sysmon ParentProcessGuid. Often paired with privilege escalation when the chosen parent runs as SYSTEM.",WinEventLog:Security,EventCode=4688,Process Creation
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping PS_ATTRIBUTE_PARENT_PROCESS Session 0 PPID spoof,Defense Evasion,T1134.004,Access Token Manipulation: Parent PID Spoofing,Windows,"CWLHerpaderping loader process (SYSTEM context, IIS01) passes PS_ATTRIBUTE_PARENT_PROCESS with Session 0 svchost.exe or wininit.exe handle in the NtCreateUserProcess attribute list — child RuntimeBroker.exe ghost process creation event records PPID of svchost.exe/wininit.exe instead of the actual creating process; Sysmon EID 1 captures parent PID mismatch where reported parent (Session 0 svchost.exe) is not the process that performed the creation call; Session 0 service process not expected to spawn RuntimeBroker.exe",Calibrated - Not Benign,-,Medium,CWLHerpaderping opens a Session 0 svchost/wininit handle via `OpenProcess(PROCESS_CREATE_PROCESS)` and passes it via `PS_ATTRIBUTE_PARENT_PROCESS` in the attribute list to `NtCreateUserProcess`; implementation details in [process-herpaderping.md](../further-reading/process-herpaderping.md),IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1351,"A process explicitly forges its parent using EXTENDED_STARTUPINFO + PROC_THREAD_ATTRIBUTE_PARENT_PROCESS (UpdateProcThreadAttribute → CreateProcess[A/W]/CreateProcessAsUserW) or other Native API paths, resulting in **mismatched/implausible lineage** across ETW EventHeader ProcessId, Security 4688 Creator Process ID/Name, and sysmon ParentProcessGuid. Often paired with privilege escalation when the chosen parent runs as SYSTEM.",etw:Microsoft-Windows-Kernel-Process,process_start: EventHeader.ProcessId true parent vs reported PPID mismatch,Process Metadata
Phase 1.md,Step 3 — Process Herpaderping,CWLHerpaderping kernel32.dll gadget stack spoof on NtCreateUserProcess,Defense Evasion,T1036,Masquerading,Windows,"N/A — C2: stack return-address manipulation occurs in-process on the current thread around the NtCreateUserProcess syscall; CWLHerpaderping plants a fake return address pointing to kernel32.dll (add rsp,28h; ret epilogue gadget) via StackSpoofer.Activate() and restores it after syscall return; the spoofed return address is structurally indistinguishable from a legitimate kernel32.dll call site — kernel-level stack walk sees kernel32.dll as the call origin, which is the expected call origin for a standard CreateProcessW call path; evaluator cannot distinguish the spoofed gadget from a genuine kernel32 call site without call-site whitelist heuristics that require trusting the implant's execution flow",Not Calibrated - Not Benign,C2,Medium,"Before calling `NtCreateUserProcess`, CWLHerpaderping scans the `kernel32.dll` `.text` section for the `add rsp,28h; ret` epilogue (`48 83 C4 28 C3`) and plants a fake return address pointing into that gadget on the current thread stack (`StackSpoofer.Activate`); an EDR that inspects the call stack at syscall time sees `kernel32.dll` as the call origin rather than the loader's private RX page; stack is restored after return (`StackSpoofer.Deactivate`)",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN0355,"Adversary renames LOLBINs or deploys binaries with spoofed file names, internal PE metadata, or misleading icons to appear legitimate. File creation is followed by execution or service registration inconsistent with known usage.",WinEventLog:Sysmon,EventCode=1,Process Creation
